ID;Activity;StartTime;EndTime
6247;D1;2017-10-27 00:00:00;2017-10-26 23:51:00
6248;A;2017-05-15 05:18:00;2017-05-13 19:51:00
6248;B1;2017-05-13 20:06:00;2017-05-13 20:43:00
6248;C;2017-05-12 14:53:00;2017-05-12 18:38:00
6248;D1;2017-05-11 17:25:00;2017-05-11 16:55:00
6249;A;2017-10-18 05:17:00;2017-10-18 00:10:00
6249;B1;2017-10-17 22:24:00;2017-10-17 23:11:00
6249;C;2017-10-17 22:10:00;2017-10-17 03:44:00
6249;D1;2017-10-17 06:48:00;2017-10-17 09:02:00
6250;A;2017-07-02 16:23:00;2017-07-03 02:39:00
6250;B1;2017-07-03 05:41:00;2017-07-03 07:08:00
6250;C;2017-07-04 18:43:00;2017-07-04 18:52:00
6250;D1;2017-07-05 14:34:00;2017-07-05 14:21:00
6251;A;2017-01-14 07:00:00;2017-01-14 00:18:00
6251;B1;2017-01-13 23:40:00;2017-01-13 20:24:00
6251;C;2017-01-13 10:38:00;2017-01-12 16:57:00
6251;D1;2017-01-13 14:17:00;2017-01-13 11:40:00
6252;A;2017-11-08 20:58:00;2017-11-09 01:39:00
6252;B1;2017-11-08 23:07:00;2017-11-08 22:24:00
6252;C;2017-11-10 01:29:00;2017-11-11 14:31:00
6252;D1;2017-11-11 12:20:00;2017-11-11 12:32:00
6253;A;2017-05-03 10:35:00;2017-05-03 20:08:00
6253;B1;2017-05-03 20:01:00;2017-05-03 09:39:00
6253;C;2017-05-04 18:12:00;2017-05-05 23:13:00
6253;D1;2017-05-09 13:49:00;2017-05-09 12:26:00
6254;A;2017-03-24 09:26:00;2017-03-25 13:22:00
6254;B1;2017-03-25 13:04:00;2017-03-25 08:35:00
6254;C;2017-03-25 22:32:00;2017-03-25 11:19:00
6254;D1;2017-03-25 12:55:00;2017-03-25 11:03:00
6255;A;2017-10-23 16:51:00;2017-10-23 05:55:00
6255;B1;2017-10-23 06:31:00;2017-10-23 08:46:00
6255;C;2017-10-23 04:18:00;2017-10-23 15:48:00
6255;D1;2017-10-23 18:24:00;2017-10-23 20:56:00
6256;A;2017-02-26 08:16:00;2017-02-26 10:08:00
6256;B1;2017-02-26 09:45:00;2017-02-26 11:40:00
6256;C;2017-02-25 17:32:00;2017-02-25 21:28:00
6256;D1;2017-02-27 06:54:00;2017-02-27 09:48:00
6257;A;2017-12-25 06:43:00;2017-12-25 17:33:00
6257;B1;2017-12-25 20:33:00;2017-12-25 18:28:00
6257;C;2017-12-22 08:54:00;2017-12-23 07:39:00
6257;D1;2017-12-24 05:21:00;2017-12-24 06:18:00
6258;A;2017-01-10 06:24:00;2017-01-10 09:21:00
6258;B1;2017-01-10 09:17:00;2017-01-10 12:16:00
6258;C;2017-01-12 12:29:00;2017-01-12 13:45:00
6258;D1;2017-01-13 09:59:00;2017-01-13 07:51:00
6259;A;2017-04-06 09:06:00;2017-04-07 12:46:00
6259;B1;2017-04-07 07:52:00;2017-04-07 17:50:00
6259;C;2017-04-06 19:05:00;2017-04-06 14:25:00
6259;D1;2017-04-06 06:31:00;2017-04-06 07:27:00
6260;A;2017-09-17 17:32:00;2017-09-17 05:15:00
6260;B1;2017-09-17 05:53:00;2017-09-17 07:25:00
6260;C;2017-09-15 23:07:00;2017-09-17 15:04:00
6260;D1;2017-09-17 01:58:00;2017-09-17 00:41:00
6261;A;2017-07-12 06:50:00;2017-07-12 07:15:00
6261;B1;2017-07-12 06:50:00;2017-07-12 07:39:00
6261;C;2017-07-12 05:38:00;2017-07-12 07:46:00
6261;D2;2017-07-11 14:14:00;2017-07-11 15:41:00
6262;A;2018-07-11 05:12:00;2018-07-11 17:57:00
6262;B1;2018-07-11 17:50:00;2018-07-11 17:08:00
6262;C;2018-07-12 15:20:00;2018-07-12 22:47:00
6262;D1;2018-07-13 08:06:00;2018-07-13 07:41:00
6263;A;2017-03-21 22:11:00;2017-03-21 06:40:00
6263;B1;2017-03-21 04:37:00;2017-03-21 03:00:00
6263;C;2017-03-21 04:03:00;2017-03-21 03:20:00
6263;D1;2017-03-21 10:04:00;2017-03-21 09:55:00
6264;A;2017-06-06 23:56:00;2017-06-06 16:43:00
6264;B1;2017-06-06 15:22:00;2017-06-06 16:32:00
6264;C;2017-06-10 12:25:00;2017-06-10 05:30:00
6264;D1;2017-06-09 16:29:00;2017-06-09 17:15:00
6265;A;2017-05-20 03:25:00;2017-05-19 14:17:00
6265;B1;2017-05-19 17:13:00;2017-05-19 13:35:00
6265;C;2017-05-19 20:43:00;2017-05-19 04:43:00
6265;D1;2017-05-20 08:54:00;2017-05-20 18:54:00
6266;A;2017-07-31 13:53:00;2017-08-01 01:04:00
6266;B1;2017-07-31 23:26:00;2017-07-31 21:17:00
6266;C;2017-07-31 10:23:00;2017-07-28 20:57:00
6266;D1;2017-07-28 13:02:00;2017-07-28 19:04:00
6267;A;2017-01-16 01:24:00;2017-01-15 00:08:00
6267;B1;2017-01-15 01:07:00;2017-01-14 15:29:00
6267;C;2017-01-13 00:45:00;2017-01-16 21:39:00
6267;D1;2017-01-18 03:47:00;2017-01-18 04:37:00
6268;A;2017-03-15 18:43:00;2017-03-16 10:28:00
6268;B1;2017-03-16 12:39:00;2017-03-16 11:49:00
6268;C;2017-03-18 14:53:00;2017-03-18 20:08:00
6268;D1;2017-03-18 20:41:00;2017-03-18 22:17:00
6269;A;2017-02-17 00:57:00;2017-02-18 12:37:00
6269;B1;2017-02-18 18:31:00;2017-02-18 17:07:00
6269;C;2017-02-18 21:07:00;2017-02-19 04:56:00
6269;D1;2017-02-19 05:44:00;2017-02-19 01:28:00
6270;A;2017-04-07 14:37:00;2017-04-07 07:32:00
6270;B1;2017-04-07 12:06:00;2017-04-07 10:18:00
6270;C;2017-04-06 22:14:00;2017-04-06 04:11:00
6270;D1;2017-04-06 04:01:00;2017-04-06 02:57:00
6271;A;2017-05-03 15:59:00;2017-05-04 02:17:00
6271;B1;2017-05-04 05:19:00;2017-05-04 11:48:00
6271;C;2017-05-03 02:09:00;2017-05-02 21:18:00
6271;D1;2017-05-06 13:15:00;2017-05-06 13:46:00
6272;A;2018-12-19 05:09:00;2018-12-19 09:05:00
6272;B1;2018-12-19 08:30:00;2018-12-19 08:05:00
6272;C;2018-12-20 05:10:00;2018-12-20 01:00:00
6272;D1;2018-12-20 22:58:00;2018-12-20 17:37:00
6273;A;2017-01-06 09:22:00;2017-01-06 08:43:00
6273;B1;2017-01-06 09:07:00;2017-01-06 09:23:00
6273;C;2017-01-06 04:25:00;2017-01-06 22:23:00
6273;D1;2017-01-07 17:52:00;2017-01-07 19:13:00
6274;A;2017-02-01 22:23:00;2017-02-02 04:39:00
6274;B1;2017-02-02 01:06:00;2017-02-01 19:11:00
6274;C;2017-02-01 06:11:00;2017-02-01 03:19:00
6274;D1;2017-02-02 21:25:00;2017-02-02 22:04:00
6275;A;2017-07-01 13:55:00;2017-07-01 01:38:00
6275;B1;2017-07-01 03:32:00;2017-06-30 19:39:00
6275;C;2017-06-30 15:02:00;2017-06-30 04:06:00
6275;D1;2017-06-30 23:15:00;2017-06-30 23:08:00
6276;A;2017-06-15 14:01:00;2017-06-15 11:02:00
6276;B1;2017-06-15 11:54:00;2017-06-15 09:50:00
6276;C;2017-06-14 07:35:00;2017-06-13 04:51:00
6276;D1;2017-06-12 02:29:00;2017-06-12 00:45:00
6277;A;2017-06-14 09:55:00;2017-06-13 11:14:00
6277;B1;2017-06-13 12:31:00;2017-06-13 15:59:00
6277;C;2017-06-14 15:09:00;2017-06-14 23:05:00
6277;D1;2017-06-14 21:50:00;2017-06-14 23:48:00
6278;A;2017-02-07 21:22:00;2017-02-07 19:19:00
6278;B1;2017-02-07 15:33:00;2017-02-07 19:28:00
6278;C;2017-02-07 23:08:00;2017-02-07 18:58:00
6278;D1;2017-02-09 03:31:00;2017-02-09 07:11:00
6279;A;2017-01-25 05:25:00;2017-01-24 23:53:00
6279;B1;2017-01-25 05:09:00;2017-01-25 06:15:00
6279;C;2017-01-26 10:46:00;2017-01-26 07:07:00
6279;D1;2017-01-26 03:14:00;2017-01-26 11:07:00
6280;A;2017-07-03 21:50:00;2017-07-03 11:00:00
6280;B1;2017-07-03 12:13:00;2017-07-03 14:19:00
6280;C;2017-07-03 19:21:00;2017-07-03 22:13:00
6280;D1;2017-07-05 09:50:00;2017-07-05 10:47:00
6281;A;2017-02-02 21:18:00;2017-02-02 01:53:00
6281;B1;2017-02-02 02:51:00;2017-02-01 21:49:00
6281;C;2017-02-01 15:53:00;2017-02-02 20:24:00
6281;D1;2017-01-31 16:59:00;2017-01-31 16:20:00
6282;A;2017-04-24 07:40:00;2017-04-24 14:09:00
6282;B1;2017-04-24 16:34:00;2017-04-24 06:57:00
6282;C;2017-04-23 15:54:00;2017-04-23 15:33:00
6282;D1;2017-04-23 13:56:00;2017-04-23 10:01:00
6283;A;2017-01-28 17:21:00;2017-01-28 22:41:00
6283;B1;2017-01-29 00:17:00;2017-01-28 23:16:00
6283;C;2017-01-31 01:11:00;2017-01-31 10:51:00
6283;D1;2017-01-23 02:21:00;2017-01-23 04:57:00
6284;A;2017-02-18 03:46:00;2017-02-18 14:19:00
6284;B1;2017-02-18 14:53:00;2017-02-18 18:28:00
6284;C;2017-02-19 03:18:00;2017-02-19 11:12:00
6284;D1;2017-02-18 12:44:00;2017-02-18 13:48:00
6285;A;2017-07-05 19:48:00;2017-07-06 11:24:00
6285;B1;2017-07-06 11:50:00;2017-07-06 17:10:00
6285;C;2017-07-06 18:20:00;2017-07-06 16:59:00
6285;D1;2017-07-06 11:58:00;2017-07-06 19:44:00
6286;A;2017-08-25 10:17:00;2017-08-25 14:32:00
6286;B1;2017-08-25 13:06:00;2017-08-25 16:46:00
6286;C;2017-08-26 17:05:00;2017-08-28 05:26:00
6286;D1;2017-08-27 22:44:00;2017-08-28 00:03:00
6287;A;2017-02-10 15:27:00;2017-02-11 06:50:00
6287;B1;2017-02-11 02:27:00;2017-02-10 23:40:00
6287;C;2017-02-11 20:12:00;2017-02-11 14:30:00
6287;D1;2017-02-12 00:28:00;2017-02-12 00:49:00
6288;A;2017-04-26 06:09:00;2017-04-26 07:25:00
6288;B1;2017-04-26 16:32:00;2017-04-27 02:26:00
6288;C;2017-04-25 01:10:00;2017-04-24 20:07:00
6288;D1;2017-04-26 19:26:00;2017-04-26 21:42:00
6289;A;2017-01-19 09:33:00;2017-01-19 07:19:00
6289;B1;2017-01-19 09:25:00;2017-01-18 22:02:00
6289;C;2017-01-18 19:35:00;2017-01-19 17:39:00
6289;D1;2017-01-20 03:01:00;2017-01-20 06:56:00
6290;A;2017-02-02 23:10:00;2017-02-03 03:04:00
6290;B1;2017-02-03 04:39:00;2017-02-03 02:05:00
6290;C;2017-02-04 05:45:00;2017-02-04 10:33:00
6290;D1;2017-02-04 04:41:00;2017-02-04 07:40:00
6291;A;2017-10-26 13:41:00;2017-10-26 20:26:00
6291;B1;2017-10-26 20:22:00;2017-10-26 20:54:00
6291;C;2017-10-26 05:51:00;2017-10-26 04:26:00
6291;D1;2017-10-27 14:22:00;2017-10-28 03:07:00
6292;A;2017-12-18 21:47:00;2017-12-19 07:39:00
6292;B1;2017-12-19 05:59:00;2017-12-19 07:36:00
6292;C;2017-12-19 22:01:00;2017-12-20 07:07:00
6292;D1;2017-12-20 21:01:00;2017-12-20 20:10:00
6293;A;2017-12-19 00:27:00;2017-12-18 22:15:00
6293;B1;2017-12-18 20:12:00;2017-12-19 03:12:00
6293;C;2017-12-17 22:01:00;2017-12-17 20:19:00
6293;D1;2017-12-19 07:16:00;2017-12-19 05:27:00
6294;A;2017-04-27 23:44:00;2017-04-27 14:30:00
6294;B1;2017-04-27 14:45:00;2017-04-27 13:31:00
6294;C;2017-04-29 00:12:00;2017-04-30 00:33:00
6294;D1;2017-04-30 10:49:00;2017-04-30 11:11:00
6295;A;2017-05-16 13:46:00;2017-05-16 07:08:00
6295;B1;2017-05-16 05:56:00;2017-05-16 03:43:00
6295;C;2017-05-16 13:30:00;2017-05-17 00:37:00
6295;D1;2017-05-21 10:51:00;2017-05-21 10:54:00
6296;A;2017-03-22 23:41:00;2017-03-23 16:16:00
6296;B1;2017-03-23 08:57:00;2017-03-23 02:29:00
6296;C;2017-03-22 11:40:00;2017-03-22 12:28:00
6296;D1;2017-03-22 00:59:00;2017-03-22 06:44:00
6297;A;2017-03-22 10:50:00;2017-03-22 04:11:00
6297;B1;2017-03-22 05:12:00;2017-03-22 08:18:00
6297;C;2017-03-22 09:39:00;2017-03-23 01:21:00
6297;D1;2017-03-21 21:23:00;2017-03-21 21:06:00
6298;A;2017-04-18 00:08:00;2017-04-18 08:47:00
6298;B1;2017-04-18 08:23:00;2017-04-18 02:00:00
6298;C;2017-04-19 10:27:00;2017-04-19 01:16:00
6298;D1;2017-04-19 16:25:00;2017-04-20 00:22:00
6299;A;2017-10-28 13:54:00;2017-10-28 05:03:00
6299;B1;2017-10-28 06:54:00;2017-10-28 13:20:00
6299;C;2017-10-29 07:21:00;2017-10-29 02:35:00
6299;D1;2017-10-30 19:50:00;2017-10-30 21:54:00
6300;A;2017-04-09 00:58:00;2017-04-09 15:40:00
6300;B1;2017-04-09 16:28:00;2017-04-09 16:01:00
6300;C;2017-04-09 18:14:00;2017-04-10 04:59:00
6300;D1;2017-04-12 06:57:00;2017-04-12 03:24:00
6301;A;2018-02-15 11:28:00;2018-02-15 07:33:00
6301;B1;2018-02-15 06:01:00;2018-02-15 06:08:00
6301;C;2018-02-16 11:26:00;2018-02-16 16:24:00
6301;D1;2018-02-15 21:46:00;2018-02-15 18:28:00
6302;A;2017-02-25 07:29:00;2017-02-24 18:11:00
6302;B1;2017-02-24 17:43:00;2017-02-24 15:34:00
6302;C;2017-02-23 10:55:00;2017-02-23 22:23:00
6302;D1;2017-02-25 10:34:00;2017-02-25 10:28:00
6303;A;2017-02-08 02:07:00;2017-02-08 04:29:00
6303;B1;2017-02-08 10:52:00;2017-02-08 15:14:00
6303;C;2017-02-09 17:40:00;2017-02-08 18:44:00
6303;D1;2017-02-10 03:40:00;2017-02-10 02:40:00
6304;A;2017-04-23 02:24:00;2017-04-23 10:02:00
6304;B1;2017-04-23 09:59:00;2017-04-23 08:54:00
6304;C;2017-04-23 11:47:00;2017-04-23 16:25:00
6304;D1;2017-04-23 12:17:00;2017-04-23 12:02:00
6305;A;2017-01-31 00:03:00;2017-01-30 10:31:00
6305;B1;2017-01-30 10:23:00;2017-01-30 06:06:00
6305;C;2017-01-31 03:05:00;2017-02-01 01:47:00
6305;D1;2017-02-02 09:48:00;2017-02-02 14:00:00
6306;A;2017-02-02 11:19:00;2017-02-02 07:16:00
6306;B1;2017-02-02 07:30:00;2017-02-02 08:24:00
6306;C;2017-01-31 11:22:00;2017-01-31 19:04:00
6306;D1;2017-02-01 10:48:00;2017-02-01 09:42:00
6307;A;2017-04-05 20:11:00;2017-04-05 21:39:00
6307;B1;2017-04-05 22:10:00;2017-04-06 07:29:00
6307;C;2017-04-05 17:25:00;2017-04-06 02:04:00
6307;D1;2017-04-06 02:32:00;2017-04-06 06:43:00
6308;A;2017-02-27 09:17:00;2017-02-27 11:16:00
6308;B1;2017-02-27 10:31:00;2017-02-27 06:04:00
6308;C;2017-02-27 01:54:00;2017-02-27 21:14:00
6308;D1;2017-03-05 01:26:00;2017-03-05 06:04:00
6309;A;2018-10-19 00:38:00;2018-10-19 02:46:00
6309;B1;2018-10-19 06:41:00;2018-10-19 00:54:00
6309;C;2018-10-18 19:47:00;2018-10-18 14:10:00
6309;D1;2018-10-18 11:23:00;2018-10-18 15:07:00
6310;A;2017-03-18 10:39:00;2017-03-19 01:54:00
6310;B1;2017-03-19 00:46:00;2017-03-19 05:46:00
6310;C;2017-03-19 09:02:00;2017-03-19 12:51:00
6310;D1;2017-03-18 17:01:00;2017-03-18 09:44:00
6311;A;2017-01-02 18:20:00;2017-01-03 22:48:00
6311;B1;2017-01-03 22:13:00;2017-01-03 22:08:00
6311;C;2017-01-03 13:21:00;2017-01-03 15:04:00
6311;D1;2017-01-04 20:17:00;2017-01-04 20:51:00
6312;A;2018-03-03 00:32:00;2018-03-03 01:48:00
6312;B1;2018-03-03 01:53:00;2018-03-03 01:55:00
6312;C;2018-03-02 12:30:00;2018-03-02 08:31:00
6312;D1;2018-03-02 13:57:00;2018-03-02 10:55:00
6313;A;2017-10-29 05:46:00;2017-10-28 23:18:00
6313;B1;2017-10-28 22:09:00;2017-10-28 23:05:00
6313;C;2017-10-29 10:15:00;2017-10-29 18:36:00
6313;D1;2017-10-28 11:14:00;2017-10-28 11:48:00
6314;A;2017-04-22 11:11:00;2017-04-22 07:40:00
6314;B1;2017-04-22 07:03:00;2017-04-22 09:52:00
6314;C;2017-04-22 18:14:00;2017-04-22 12:12:00
6314;D1;2017-04-20 10:30:00;2017-04-20 13:03:00
6315;A;2017-03-06 10:11:00;2017-03-06 08:32:00
6315;B1;2017-03-06 10:43:00;2017-03-06 11:54:00
6315;C;2017-03-08 07:15:00;2017-03-08 10:32:00
6315;D1;2017-03-08 13:55:00;2017-03-08 14:23:00
6316;A;2017-02-25 07:33:00;2017-02-23 08:57:00
6316;B1;2017-02-23 09:34:00;2017-02-23 22:38:00
6316;C;2017-02-23 16:07:00;2017-02-24 06:37:00
6316;D1;2017-02-25 03:59:00;2017-02-25 04:35:00
6317;A;2017-02-17 18:21:00;2017-02-17 16:26:00
6317;B1;2017-02-17 15:46:00;2017-02-17 19:13:00
6317;C;2017-02-18 04:52:00;2017-02-17 18:30:00
6317;D1;2017-02-18 07:03:00;2017-02-18 07:50:00
6318;A;2017-03-09 06:09:00;2017-03-08 23:59:00
6318;B1;2017-03-08 23:55:00;2017-03-09 07:16:00
6318;C;2017-03-08 18:18:00;2017-03-09 22:11:00
6318;D1;2017-03-13 14:28:00;2017-03-13 15:31:00
6319;A;2017-09-23 02:07:00;2017-09-22 22:44:00
6319;B1;2017-09-22 19:44:00;2017-09-22 23:46:00
6319;C;2017-09-19 00:09:00;2017-09-19 09:28:00
6319;D1;2017-09-15 19:39:00;2017-09-15 15:58:00
6320;A;2017-02-10 08:37:00;2017-02-10 07:30:00
6320;B1;2017-02-10 08:31:00;2017-02-10 05:15:00
6320;C;2017-02-09 19:24:00;2017-02-10 03:15:00
6320;D1;2017-02-11 07:57:00;2017-02-11 09:20:00
6321;A;2018-08-11 22:32:00;2018-08-11 17:32:00
6321;B1;2018-08-11 18:17:00;2018-08-11 20:44:00
6321;C;2018-08-11 04:17:00;2018-08-10 19:10:00
6321;D1;2018-08-12 08:53:00;2018-08-12 10:40:00
6322;A;2017-11-06 16:31:00;2017-11-07 11:51:00
6322;B1;2017-11-07 11:49:00;2017-11-07 13:27:00
6322;C;2017-11-06 22:32:00;2017-11-06 13:38:00
6322;D1;2017-11-07 01:00:00;2017-11-07 03:52:00
6323;A;2017-03-07 11:59:00;2017-03-07 04:00:00
6323;B1;2017-03-06 19:41:00;2017-03-06 19:48:00
6323;C;2017-03-06 18:41:00;2017-03-05 04:27:00
6323;D1;2017-03-04 20:49:00;2017-03-04 23:49:00
6324;A;2018-12-14 09:03:00;2018-12-14 18:38:00
6324;B1;2018-12-14 18:34:00;2018-12-14 20:26:00
6324;C;2018-12-15 12:18:00;2018-12-15 10:09:00
6324;D1;2018-12-17 09:55:00;2018-12-17 06:02:00
6325;A;2017-03-12 01:52:00;2017-03-12 07:47:00
6325;B1;2017-03-12 08:31:00;2017-03-12 14:41:00
6325;C;2017-03-13 14:29:00;2017-03-13 05:21:00
6325;D1;2017-03-13 22:42:00;2017-03-14 00:36:00
6326;A;2017-01-27 18:13:00;2017-01-27 18:40:00
6326;B1;2017-01-27 19:13:00;2017-01-27 22:15:00
6326;C;2017-01-28 07:12:00;2017-01-28 13:16:00
6326;D1;2017-01-29 20:00:00;2017-01-29 16:31:00
6327;A;2017-05-06 14:12:00;2017-05-06 01:53:00
6327;B1;2017-05-06 00:56:00;2017-05-05 21:01:00
6327;C;2017-05-06 20:57:00;2017-05-06 16:23:00
6327;D1;2017-05-05 19:12:00;2017-05-05 20:28:00
6328;A;2017-07-15 15:31:00;2017-07-15 11:41:00
6328;B1;2017-07-15 13:28:00;2017-07-15 13:16:00
6328;C;2017-07-16 10:48:00;2017-07-17 07:11:00
6328;D1;2017-07-19 12:50:00;2017-07-19 12:08:00
6329;A;2017-09-27 10:22:00;2017-09-27 08:15:00
6329;B1;2017-09-27 08:10:00;2017-09-27 08:35:00
6329;C;2017-09-28 13:04:00;2017-09-28 08:47:00
6329;D1;2017-09-28 07:43:00;2017-09-28 07:46:00
6330;A;2017-01-04 15:19:00;2017-01-04 17:20:00
6330;B1;2017-01-04 15:14:00;2017-01-03 23:51:00
6330;C;2017-01-03 18:04:00;2017-01-04 19:15:00
6330;D1;2017-01-04 05:14:00;2017-01-04 05:39:00
6331;A;2017-08-17 08:44:00;2017-08-17 12:54:00
6331;B1;2017-08-17 16:43:00;2017-08-17 16:33:00
6331;C;2017-08-17 08:59:00;2017-08-17 21:36:00
6331;D1;2017-08-18 02:31:00;2017-08-18 03:45:00
6332;A;2017-05-17 08:18:00;2017-05-17 07:59:00
6332;B1;2017-05-17 06:37:00;2017-05-17 12:21:00
6332;C;2017-05-18 03:24:00;2017-05-18 02:40:00
6332;D1;2017-05-21 19:32:00;2017-05-22 09:00:00
6333;A;2017-05-25 08:21:00;2017-05-25 06:10:00
6333;B1;2017-05-25 04:51:00;2017-05-25 05:58:00
6333;C;2017-05-26 06:50:00;2017-05-26 16:51:00
6333;D1;2017-05-27 11:39:00;2017-05-27 11:34:00
6334;A;2017-10-01 04:51:00;2017-09-30 16:55:00
6334;B1;2017-09-30 16:38:00;2017-09-30 11:39:00
6334;C;2017-09-30 09:40:00;2017-09-30 08:10:00
6334;D1;2017-09-29 08:48:00;2017-09-29 09:56:00
6335;A;2017-02-11 02:56:00;2017-02-11 13:20:00
6335;B1;2017-02-11 13:13:00;2017-02-11 13:41:00
6335;C;2017-02-13 02:03:00;2017-02-12 21:34:00
6335;D1;2017-02-16 06:52:00;2017-02-16 13:33:00
6336;A;2017-05-13 13:51:00;2017-05-13 14:17:00
6336;B1;2017-05-13 13:32:00;2017-05-13 08:58:00
6336;C;2017-05-13 14:57:00;2017-05-13 05:28:00
6336;D1;2017-05-10 11:30:00;2017-05-10 19:07:00
6337;A;2018-11-16 03:58:00;2018-11-15 21:07:00
6337;B1;2018-11-15 23:23:00;2018-11-16 02:17:00
6337;C;2018-11-16 01:20:00;2018-11-16 03:21:00
6337;D1;2018-11-17 10:30:00;2018-11-17 13:45:00
6338;A;2017-07-03 15:57:00;2017-07-03 19:20:00
6338;B1;2017-07-03 19:17:00;2017-07-03 15:55:00
6338;C;2017-07-03 19:00:00;2017-07-04 16:53:00
6338;D1;2017-07-08 03:55:00;2017-07-08 06:34:00
6339;A;2017-04-02 07:25:00;2017-04-02 16:48:00
6339;B1;2017-04-02 18:47:00;2017-04-02 21:52:00
6339;C;2017-04-06 20:01:00;2017-04-06 22:52:00
6339;D1;2017-04-05 20:07:00;2017-04-06 03:51:00
6340;A;2017-09-30 23:13:00;2017-10-01 03:03:00
6340;B1;2017-10-01 02:28:00;2017-10-01 02:48:00
6340;C;2017-09-30 12:02:00;2017-09-30 04:37:00
6340;D1;2017-09-30 05:56:00;2017-09-29 22:31:00
6341;A;2017-04-22 03:19:00;2017-04-22 10:47:00
6341;B1;2017-04-22 13:44:00;2017-04-22 19:36:00
6341;C;2017-04-22 03:20:00;2017-04-21 07:52:00
6341;D1;2017-04-24 04:57:00;2017-04-24 08:09:00
6342;A;2017-07-04 10:35:00;2017-07-04 12:24:00
6342;B1;2017-07-04 12:21:00;2017-07-04 11:24:00
6342;C;2017-07-04 12:21:00;2017-07-02 17:45:00
6342;D1;2017-07-02 19:30:00;2017-07-02 16:27:00
6343;A;2017-05-06 08:21:00;2017-05-06 12:10:00
6343;B1;2017-05-06 08:06:00;2017-05-06 07:49:00
6343;C;2017-05-06 11:17:00;2017-05-08 03:23:00
6343;D1;2017-05-06 22:02:00;2017-05-06 23:49:00
6344;A;2017-05-13 09:11:00;2017-05-13 09:28:00
6344;B1;2017-05-13 08:57:00;2017-05-13 11:20:00
6344;C;2017-05-15 19:44:00;2017-05-17 06:59:00
6344;D1;2017-05-18 11:55:00;2017-05-18 12:38:00
6345;A;2017-04-21 04:04:00;2017-04-21 01:31:00
6345;B1;2017-04-21 00:47:00;2017-04-21 07:52:00
6345;C;2017-04-20 04:20:00;2017-04-19 03:11:00
6345;D1;2017-04-18 22:47:00;2017-04-18 11:03:00
6346;A;2017-02-26 01:41:00;2017-02-26 06:54:00
6346;B1;2017-02-26 04:56:00;2017-02-26 04:47:00
6346;C;2017-02-24 09:40:00;2017-02-25 08:24:00
6346;D1;2017-02-27 03:12:00;2017-02-27 03:07:00
6347;A;2017-02-17 09:10:00;2017-02-16 03:21:00
6347;B1;2017-02-16 03:37:00;2017-02-15 22:54:00
6347;C;2017-02-14 22:48:00;2017-02-13 13:05:00
6347;D1;2017-02-12 18:51:00;2017-02-13 01:29:00
6348;A;2018-12-31 03:45:00;2018-12-30 21:26:00
6348;B1;2018-12-30 21:40:00;2018-12-30 21:19:00
6348;C;2018-12-30 11:10:00;2018-12-30 07:09:00
6348;D1;2018-12-30 22:01:00;2018-12-30 22:55:00
6349;A;2017-05-19 03:08:00;2017-05-19 22:43:00
6349;B1;2017-05-19 23:06:00;2017-05-20 03:46:00
6349;C;2017-05-20 14:04:00;2017-05-20 01:46:00
6349;D1;2017-05-18 15:19:00;2017-05-18 15:27:00
6350;A;2017-01-04 06:44:00;2017-01-04 08:28:00
6350;B1;2017-01-04 07:09:00;2017-01-04 08:20:00
6350;C;2017-01-04 15:34:00;2017-01-05 02:05:00
6350;D1;2017-01-06 23:33:00;2017-01-07 02:09:00
6351;A;2017-03-06 06:58:00;2017-03-06 07:33:00
6351;B1;2017-03-06 10:36:00;2017-03-06 13:04:00
6351;C;2017-03-06 08:34:00;2017-03-06 07:28:00
6351;D1;2017-03-08 08:34:00;2017-03-08 14:55:00
6352;A;2017-08-30 01:09:00;2017-08-31 14:12:00
6352;B1;2017-08-31 14:09:00;2017-08-31 09:46:00
6352;C;2017-08-30 07:06:00;2017-08-30 16:27:00
6352;D1;2017-08-30 02:49:00;2017-08-30 08:00:00
6353;A;2017-12-25 07:00:00;2017-12-24 22:13:00
6353;B1;2017-12-24 22:05:00;2017-12-25 03:52:00
6353;C;2017-12-27 11:05:00;2017-12-28 03:01:00
6353;D1;2017-12-28 15:43:00;2017-12-28 20:00:00
6354;A;2018-02-01 15:09:00;2018-02-01 14:50:00
6354;B1;2018-02-01 19:04:00;2018-02-01 23:11:00
6354;C;2018-02-01 15:34:00;2018-02-01 07:28:00
6354;D1;2018-02-01 13:04:00;2018-02-01 14:37:00
6355;A;2017-05-19 15:37:00;2017-05-19 13:11:00
6355;B1;2017-05-19 13:19:00;2017-05-19 15:14:00
6355;C;2017-05-20 18:37:00;2017-05-22 06:11:00
6355;D1;2017-05-22 17:52:00;2017-05-22 16:42:00
6356;A;2017-03-03 15:37:00;2017-03-03 10:27:00
6356;B1;2017-03-03 09:16:00;2017-03-03 09:15:00
6356;C;2017-03-02 10:47:00;2017-03-04 08:38:00
6356;D1;2017-03-05 05:32:00;2017-03-05 09:26:00
6357;A;2017-03-17 18:46:00;2017-03-17 18:58:00
6357;B1;2017-03-17 19:20:00;2017-03-17 18:50:00
6357;C;2017-03-17 16:40:00;2017-03-14 22:00:00
6357;D1;2017-03-15 21:33:00;2017-03-15 19:56:00
6358;A;2017-04-21 04:04:00;2017-04-21 08:43:00
6358;B1;2017-04-21 08:36:00;2017-04-21 07:24:00
